sha256,baseline_signatures,deepseek-r1_7b_v0,deepseek-r1_7b_v1,deepseek-r1_7b_v2,deepseek-r1_7b_v3,gemma3_12b_v0,gemma3_12b_v1,gemma3_12b_v2,gemma3_12b_v3,llama3.1_8b_v0,llama3.1_8b_v1,llama3.1_8b_v2,llama3.1_8b_v3,qwen3_v0,qwen3_v1,qwen3_v2,qwen3_v3
3189e5fd5c5ad071,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,reads_self; queries_locale_api; queries_keyboard_layout,reads_self; queries_locale_api; queries_keyboard_layout,,
31a7c6470ae7463e,antivm_checks_available_memory; queries_computer_name; queries_keyboard_layout; queries_locale_api; accesses_public_folder; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; reads_self; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities_to_create_scheduled_task; antivm_generic_system; infostealer_browser; injection_write_exe_process; Suspicious_Scheduled_Task_Creation_Via_Masqueraded_XML_File; procmem_yara; deletes_executed_files,recon_fingerprint; uses_windows_utilities; cmdline_terminate; suspicious_command_tools; dropper,,anomalous_deletefile,recon_fingerprint,terminates_remote_process,antivm_generic_system; terminates_remote_process,antivm_generic_system; terminates_remote_process,terminates_remote_process,,,,dropper,,infostealer_browser,,
32b0fbaf95fefcc9,queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process; packer_unknown_pe_section_name; packer_entropy; injection_rwx; injection_write_exe_process; persistence_autorun; stop_ransomware_registry; virus; procmem_yara; ransomware_files; stop_ransom_mutexes; stop_ransomware_cmd; ransomware_stopdjvu; suspicious_command_tools,,,,,,,,,,,,,,terminates_remote_process; antivm_generic_system; antivm_checks_available_memory,terminates_remote_process; antivm_generic_system; antivm_checks_available_memory,terminates_remote_process; antivm_generic_system; antivm_checks_available_memory
33352a38454cfc24,antidebug_setunhandledexceptionfilter; language_check_registry; spreading_autoruninf; ransomware_file_modifications,,,,,,,,,,,,,,,,
34585ecec5bd3eec,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,stealth_timeout; suspicious_command_tools; stealth_window; queries_locale_api; anomalous_deletefile; resumethread_remote_process; antivm_generic_system; creates_suspended_process; queries_user_name; injection_write_process; uses_windows_utilities; antisandbox_sleep; queries_computer_name; uses_windows_utilities_to_create_scheduled_task; antisandbox_unhook; dynamic_function_loading; terminates_remote_process; queries_keyboard_layout; http_request; antiav_detectfile; persistence_autorun_tasks; cmdline_obfuscation; reads_self; antiav_servicestop; infostealer_cookies; recon_beacon; disables_windowsupdate,,,queries_keyboard_layout; resumethread_remote_process; queries_locale_api; antiav_detectfile; stealth_window; queries_user_name; persistence_autorun_tasks; suspicious_command_tools; queries_computer_name; anomalous_deletefile; antiav_servicestop; cmdline_obfuscation; recon_beacon; uses_windows_utilities; dynamic_function_loading; http_request; infostealer_cookies; uses_windows_utilities_to_create_scheduled_task; injection_write_process; antisandbox_sleep; reads_self; disables_windowsupdate; stealth_timeout,,,,procmem_yara; packer_entropy; dropper; static_pe_pdbpath; injection_rwx,procmem_yara; packer_entropy; dropper; static_pe_pdbpath; injection_rwx,procmem_yara; packer_entropy; dropper; static_pe_pdbpath; injection_rwx,procmem_yara; packer_entropy; dropper; static_pe_pdbpath; injection_rwx
35cd53ed6908463b,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,procmem_yara; injection_rwx,static_pe_pdbpath; packer_entropy,static_pe_pdbpath; packer_entropy; procmem_yara; injection_rwx,static_pe_pdbpath; packer_entropy; procmem_yara; injection_rwx
35fc407836e61a75,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,physical_drive_access; enumerates_physical_drives,physical_drive_access; enumerates_physical_drives,physical_drive_access; enumerates_physical_drives,physical_drive_access; enumerates_physical_drives,,,,,,,,
36efb15bd298fe27,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
37a481250fba32a5,antivm_checks_available_memory; dead_connect; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,,,,,,queries_keyboard_layout,queries_keyboard_layout,,
37c59bcd847511c5,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,stealth_timeout,,,,,reads_self,reads_self,
383c0c9670abb719,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,static_pe_pdbpath; packer_entropy,static_pe_pdbpath; packer_entropy,static_pe_pdbpath; packer_entropy,static_pe_pdbpath; packer_entropy
3a6a1e16581653bf,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,terminates_remote_process,,,,antisandbox_unhook,antisandbox_unhook; enumerates_physical_drives; physical_drive_access,antisandbox_unhook; enumerates_physical_drives; physical_drive_access,process_interest; enumerates_running_processes; reads_memory_remote_process; antisandbox_unhook,,,,,,,,
3b125dc1fd36bdf7,antivm_checks_available_memory; dead_connect; queries_keyboard_layout; queries_locale_api; accesses_public_folder; antidebug_setunhandledexceptionfilter; dll_load_uncommon_file_types; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; reads_self; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; infostealer_browser; injection_write_exe_process; procmem_yara; registry_credential_store_access; injection_createremotethread; warzonerat_files; removes_zoneid_ads,,,,,removes_zoneid_ads,removes_zoneid_ads,removes_zoneid_ads,removes_zoneid_ads,,,,,stealth_timeout,stealth_timeout,stealth_timeout,stealth_timeout
3bac0715b2f1f0a4,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,terminates_remote_process,terminates_remote_process,terminates_remote_process,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,terminates_remote_process,,,
3d94c4a92382c5c4,antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; contains_pe_overlay; injection_rwx; procmem_yara,,,queries_computer_name; persistence_ads; queries_user_name,,,,queries_user_name; queries_computer_name; persistence_ads,,,persistence_ads; queries_user_name; queries_computer_name,,,,,,
3eca87ed4d16eaf3,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,infostealer_cookies,queries_locale_api; stealth_timeout; createtoolhelp32snapshot_module_enumeration; queries_keyboard_layout,,,,,,,,,,queries_keyboard_layout; queries_locale_api; reads_self,,uses_windows_utilities_to_create_scheduled_task; dynamic_function_loading; queries_locale_api; queries_computer_name; stealth_timeout; suspicious_command_tools; uses_windows_utilities; cmdline_obfuscation; injection_write_process; stealth_window; http_request; queries_keyboard_layout; antisandbox_sleep; createtoolhelp32snapshot_module_enumeration; resumethread_remote_process; infostealer_cookies; antiav_detectfile; recon_beacon; persistence_autorun_tasks,queries_locale_api; reads_self; queries_keyboard_layout,
3ee952fa32cc989c,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,persistence_autorun_tasks; queries_computer_name; dynamic_function_loading; recon_beacon; terminates_remote_process; antisandbox_sleep; stealth_timeout; antiav_detectfile; queries_locale_api; cmdline_obfuscation; reads_self; queries_keyboard_layout; creates_suspended_process; infostealer_cookies; antivm_generic_system; stealth_window; suspicious_command_tools; injection_write_process; uses_windows_utilities_to_create_scheduled_task; uses_windows_utilities; http_request; resumethread_remote_process,,,,queries_locale_api; queries_keyboard_layout,,,,,queries_locale_api; queries_keyboard_layout,,
3f3dadd2a5177fb9,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; antiav_detectfile; cmdline_obfuscation; suspicious_command_tools,,,antisandbox_unhook; reads_memory_remote_process; process_interest; enumerates_running_processes,antisandbox_unhook; reads_memory_remote_process; process_interest; enumerates_running_processes,,,,,,,process_interest; reads_memory_remote_process; enumerates_running_processes; antisandbox_unhook,,antivm_checks_available_memory; antivm_generic_system,antivm_checks_available_memory; antivm_generic_system,,
4518d33cf862972a,queries_computer_name; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; http_request; suspicious_communication_trusted_site; injection_rwx; infostealer_cookies; multiple_useragents; binary_yara; recon_fingerprint,,,,,stealth_timeout,,,,,,,,,,,
45a6028f5eeb500f,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,,reads_self; anomalous_deletefile,stealth_timeout
474b3827879064d3,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,,,
474b857a9ae1d311,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; contains_pe_overlay; injection_rwx; procmem_yara; static_pe_anomaly,,,,,,,,,,,,,,,,
48355bd2a57d92e0,queries_keyboard_layout; queries_locale_api; accesses_public_folder; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; creates_suspended_process; resumethread_remote_process; accesses_recyclebin; stealth_window; antianalysis_tls_section; packer_unknown_pe_section_name; modify_oem_information; uses_windows_utilities; ransomware_file_modifications; clears_logs; deletes_executed_files; ransomware_extensions_known; ransomware_files; pysa_mutexes,,,,,,,,,deletes_self,,,,,,,
487c581cd882b238,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,enumerates_physical_drives; physical_drive_access,,,,,,,,
4905f70ec881bb6a,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,queries_keyboard_layout; reads_self; queries_locale_api,,,,,,,,,,,,packer_entropy; static_pe_pdbpath,packer_entropy; static_pe_pdbpath,packer_entropy; static_pe_pdbpath,packer_entropy; static_pe_pdbpath
49d5e821c721205a,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; dynamic_function_loading; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; registry_credential_store_access; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,process_interest; enumerates_running_processes; reads_memory_remote_process,,,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,antisandbox_unhook,,,,physical_drive_access; enumerates_physical_drives,,,,,,
4ac30ca3142675b8,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,reads_self,,,,,terminates_remote_process,queries_keyboard_layout,,terminates_remote_process,terminates_remote_process,terminates_remote_process,queries_keyboard_layout,terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout
4b23a50d1c9cc966,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,,,antivm_checks_available_memory; antisandbox_unhook; process_interest; enumerates_running_processes; antivm_generic_system; reads_memory_remote_process,process_interest; enumerates_running_processes; antisandbox_unhook; reads_memory_remote_process,antivm_checks_available_memory; terminates_remote_process; antivm_generic_system,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process,antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; process_interest,process_interest; enumerates_running_processes; reads_memory_remote_process,antivm_generic_system; reads_memory_remote_process; antisandbox_unhook; antivm_checks_available_memory; enumerates_running_processes; process_interest,antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; process_interest,,,,
4bd4ccdaefa72f93,packer_entropy; binary_yara,,,,,,,,,,,,,,,,
4d17f634c190695b,queries_computer_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; http_request; suspicious_communication_trusted_site; injection_rwx; infostealer_cookies; procmem_yara; recon_fingerprint,,,,,,,,,,,,,procmem_yara; injection_rwx; static_pe_pdbpath,procmem_yara; injection_rwx; static_pe_pdbpath,procmem_yara; injection_rwx; static_pe_pdbpath,procmem_yara; injection_rwx; static_pe_pdbpath
4d7a067cff321b8b,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,stealth_timeout,,,,,,,,stealth_timeout,,,stealth_timeout,,,,
4e3612b8316d3d0b,antivm_checks_available_memory; queries_user_name; dead_connect; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,queries_keyboard_layout,stealth_timeout,,,,,
4e5c284166e4733d,exec_crash; language_check_registry; process_interest; packer_unknown_pe_section_name; antidebug_ntsetinformationthread; injection_rwx; packer_themida; antidebug_windows; procmem_yara; static_pe_anomaly; antidebug_devices; antiemu_wine_reg; antivm_generic_bios; antivm_vbox_keys,,,,,,,,,,,,,procmem_yara; packer_unknown_pe_section_name; static_pe_anomaly; injection_rwx,procmem_yara; packer_unknown_pe_section_name; static_pe_anomaly; injection_rwx,procmem_yara; packer_unknown_pe_section_name; static_pe_anomaly; injection_rwx,procmem_yara; packer_unknown_pe_section_name; static_pe_anomaly; injection_rwx
4f319d971fd23958,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,,,reads_self,,terminates_remote_process; queries_keyboard_layout,terminates_remote_process,queries_keyboard_layout,terminates_remote_process,,,,,,,,terminates_remote_process
4f61910c558f8fc4,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,queries_keyboard_layout; reads_self; queries_locale_api,,,,
4ff1334aa7a3790f,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,stealth_timeout,stealth_timeout,stealth_timeout,stealth_timeout,stealth_timeout,stealth_timeout,,,,,
50625ef667043908,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,reads_self,,,,,,,,,,,,,,
51b1258da64f6287,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,terminates_remote_process,terminates_remote_process,,creates_suspended_process; queries_computer_name; terminates_remote_process; antivm_generic_system,creates_suspended_process; enumerates_physical_drives; physical_drive_access; queries_computer_name; antisandbox_unhook; terminates_remote_process; antivm_generic_system,creates_suspended_process; antisandbox_unhook; queries_computer_name; terminates_remote_process,creates_suspended_process; queries_computer_name; antisandbox_unhook; terminates_remote_process; antivm_generic_system,,,,,,,,
51c45fb238881bd2,,,,,,,,,,,,,,,,,
5205987b70c81690,antivm_checks_available_memory; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
52c8eaba663edd79,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,dynamic_function_loading; http_request; stealth_timeout; createtoolhelp32snapshot_module_enumeration; resumethread_remote_process; recon_beacon; antiav_detectfile; persistence_autorun_tasks; uses_windows_utilities; suspicious_command_tools; stealth_window; reads_self; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; injection_write_process; queries_locale_api; queries_computer_name; infostealer_cookies; queries_keyboard_layout; cmdline_obfuscation,,,,,
534dd0693956756a,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; suspicious_command_tools,,,antivm_checks_available_memory; antivm_generic_system,,reads_memory_remote_process; process_interest; antisandbox_unhook; enumerates_running_processes,enumerates_running_processes; antisandbox_unhook; reads_memory_remote_process; process_interest; terminates_remote_process,terminates_remote_process,enumerates_running_processes; antisandbox_unhook; reads_memory_remote_process; process_interest; terminates_remote_process,,,,,,antivm_generic_system; antivm_checks_available_memory,antivm_generic_system; antivm_checks_available_memory,antivm_generic_system; antivm_checks_available_memory
538b97821cb75455,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; network_connection_via_suspicious_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,,,,,,,,,,,,,,reads_self,reads_self
540432b865a7515a,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,,,reads_memory_remote_process; enumerates_running_processes; process_interest,
55287472e4122c7b,queries_computer_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; http_request; suspicious_communication_trusted_site; packer_entropy; injection_rwx; infostealer_cookies; procmem_yara; recon_fingerprint,,,,,,,,,,,,,,,,
55330c703409448f,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,reads_self,,,,,,,,,,,queries_locale_api; queries_keyboard_layout,reads_self,
55f6e402d458c2d3,antivm_checks_available_memory; dead_connect; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; reads_self; terminates_remote_process; packer_entropy; injection_rwx; infostealer_cookies; injection_write_exe_process; persistence_autorun; procmem_yara; registry_credential_store_access; warzonerat_files; warzonerat_regkeys; removes_zoneid_ads,,,,,terminates_remote_process,terminates_remote_process,,terminates_remote_process,,,,,terminates_remote_process; infostealer_browser; accesses_public_folder,,,
